Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
33.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.516073474595
38.0,5.0,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,38,20002.511897076034
29.0,4.9,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.498015912784
34.0,4.6,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,39,20002.50542796941
34.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,34,20002.517564045585
24.0,4.2,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.508012619965
23.0,4.8,Cloudy,High,1,Buffet,scooter,1.0,No,Urban,28,20002.519688851764
22.0,4.6,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Urban,12,20002.511897680277
33.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,25,20002.520245966738
25.0,4.9,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.51585757589
21.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.505423751867
23.0,4.3,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.50891082552
30.0,4.7,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.51396667379
37.0,4.6,Sunny,High,0,Buffet,motorcycle,1.0,No,Urban,28,20002.520231456303
21.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,25,20002.518679857174
22.0,4.8,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,20002.511868840284
30.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.52025128374
30.0,4.5,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,25,20002.514159887578
31.0,4.5,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,22,20002.51360294538
30.0,4.8,Windy,Low,1,Snack,scooter,,No,Urban,26,20002.519707531377
24.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.490921911223
30.0,4.6,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.499369349367
28.0,4.8,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,23,20002.498147678827
25.0,4.6,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.499370188918
28.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,Urban,15,20002.513899246234
22.0,4.5,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.517563619625
27.0,4.6,Stormy,Low,2,Meal,scooter,0.0,No,Urban,13,20002.508910088523
33.0,4.1,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,45,20002.520235879336
39.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.51972907929
31.0,4.8,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.505074400695
39.0,4.2,Windy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,43,20002.505851915364
30.0,4.7,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,18,20002.519649606602
20.0,4.8,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,17,20002.508943942757
29.0,4.8,Windy,Low,1,Meal,scooter,0.0,No,Urban,14,20002.498207413417
38.0,4.7,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.51755466476
29.0,4.8,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.520241262337
39.0,3.7,Windy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,33,20002.497554949074
38.0,3.6,Windy,Jam,1,Drinks,motorcycle,1.0,Yes,Metropolitian,40,20002.505423915463
28.0,4.5,Sandstorms,High,2,Meal,scooter,0.0,No,Metropolitian,16,20002.517554845886
27.0,4.7,Cloudy,Jam,1,Snack,scooter,0.0,No,,25,20002.513796538773
29.0,4.7,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,28,20002.51870643861
38.0,4.4,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,47,20002.497553988705
26.0,4.7,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,18,20002.513620149122
28.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.49006797441
25.0,5.0,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,19,20002.5202516745
31.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.505954811037
22.0,4.3,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.509287784553
37.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,11,20002.519748645078
25.0,4.9,Fog,Low,1,Snack,motorcycle,,No,Urban,17,20002.519707669468
36.0,3.7,Stormy,Jam,2,Meal,scooter,1.0,Yes,Metropolitian,43,20002.4993672182
20.0,4.5,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,17,20002.505573509494
38.0,5.0,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,40,20002.505423900464
36.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,27,20002.518768292386
35.0,5.0,Sandstorms,High,0,Meal,motorcycle,1.0,No,Urban,32,20002.519663817762
21.0,4.5,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Urban,14,20002.518793873707
23.0,4.9,Windy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,12,20002.517525206364
32.0,3.6,Cloudy,Low,1,Snack,motorcycle,2.0,No,Metropolitian,35,20002.511867806596
20.0,5.0,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,15,20002.506322383237
39.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,Yes,Metropolitian,45,20002.498017202666
22.0,4.7,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,20002.517378920573
24.0,4.6,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,17,20002.511608710065
25.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,24,20002.51872467126
27.0,4.8,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,18,20002.513571198553
28.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.498014452634
23.0,4.8,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.506330714834
29.0,4.9,Fog,Medium,0,Drinks,motorcycle,3.0,No,Metropolitian,44,20002.51109616381
28.0,4.7,Cloudy,High,2,Snack,scooter,1.0,No,Urban,20,20002.51966138987
31.0,4.9,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,19,20002.513621471127
21.0,4.6,Fog,Jam,1,Snack,scooter,1.0,No,Urban,39,20002.506328928375
21.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.49995919615
35.0,4.6,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,29,20002.51746175694
26.0,4.8,Fog,Medium,2,Meal,motorcycle,0.0,No,,11,20002.51732220814
20.0,4.6,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,22,20002.517479882456
26.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,20002.515700815708
29.0,4.9,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Urban,20,20002.4993672182
36.0,4.9,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,20,20002.52024593533
32.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,20,20002.51154241597
38.0,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,20002.488473622543
33.0,4.9,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.5057456079
35.0,5.0,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,37,20002.498656106505
36.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,20002.520241280527
26.0,4.0,Cloudy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,32,20002.496957495794
30.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.50500486936
39.0,4.3,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.52023499248
39.0,4.9,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.51582232049
37.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.515822177524
25.0,4.9,Cloudy,Jam,0,Meal,motorcycle,,No,Metropolitian,27,20002.515687793973
27.0,4.9,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,17,20002.51971092093
32.0,4.5,Windy,Low,0,Meal,motorcycle,0.0,No,Urban,27,20002.514159891503
35.0,4.8,Fog,Low,1,Buffet,motorcycle,,No,Urban,17,20002.52023634706
34.0,4.4,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,35,20002.486326465765
22.0,4.8,Sandstorms,Low,1,Buffet,scooter,1.0,,Urban,12,20002.512177097975
30.0,3.6,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,33,20002.489126126053
29.0,4.9,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,21,20002.519694542414
31.0,4.3,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,51,20002.488488219096
26.0,4.5,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.486390076036
27.0,4.6,Cloudy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,15,20002.513995149322
24.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.52025074181
33.0,5.0,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,20002.505745592167
22.0,4.6,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,41,20002.5113498545
32.0,4.2,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,34,20002.498224789342
35.0,4.7,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,,15,20002.515840148186
39.0,4.9,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.505952211814
33.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.516074244595
27.0,4.1,Windy,Medium,0,Buffet,motorcycle,0.0,No,Urban,33,20002.50542322059
22.0,4.3,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,31,20002.51969127369
34.0,4.1,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,35,20002.489417754976
28.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.508460698322
30.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.50511448483
27.0,4.8,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,25,20002.51746207474
26.0,4.6,Fog,Low,1,Meal,scooter,,No,Urban,10,20002.5141383411
21.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.51390042562
20.0,4.8,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.515698682007
21.0,4.4,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.51589297781
32.0,4.3,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,43,20002.5055668242
36.0,4.7,Stormy,High,0,Snack,motorcycle,1.0,No,Urban,40,20002.517379167457
21.0,4.2,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.508643170302
29.0,4.6,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,24,20002.518679857174
25.0,4.8,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,20,20002.51142361699
37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.508332491692
24.0,4.6,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,24,20002.517566525592
35.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,22,20002.51970768205
30.0,4.6,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,45,20002.513571238334
24.0,4.9,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,22,20002.51593923564
39.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Urban,37,20002.51764008501
25.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,12,20002.520234399617
26.0,4.9,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,15,20002.518724272144
33.0,4.8,Fog,Medium,2,Snack,electric_scooter,1.0,No,,30,20002.511670982964
34.0,4.7,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.51579549251
33.0,4.0,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,33,20002.508823487377
25.0,4.9,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,16,20002.518773637184
33.0,4.7,Sunny,Low,2,Meal,scooter,1.0,No,Urban,29,20002.489798012062
34.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,28,20002.50512121858
26.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.508012619965
22.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,19,20002.511165732234
21.0,4.8,Stormy,High,2,Buffet,scooter,1.0,No,Urban,16,20002.520246778717
22.0,4.9,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,23,20002.518679857174
31.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.490107582074
38.0,4.0,Fog,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,40,20002.511674477482
,,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.513966377628
28.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.517402056117
32.0,5.0,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,13,17454.000360073773
38.0,4.3,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,33,20002.488399174257
28.0,4.3,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,35,20002.508823499425
32.0,4.7,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.51886191535
22.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.496957495794
33.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.515576659665
33.0,4.1,Fog,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,45,20002.490240419174
28.0,4.9,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.504715476327
30.0,4.6,Sunny,Low,2,Drinks,motorcycle,,No,Metropolitian,18,20002.488482773202
38.0,4.9,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,37,20002.49755170163
37.0,3.8,Sandstorms,Jam,2,Drinks,scooter,2.0,No,Metropolitian,39,20002.508331644556
32.0,4.8,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.5196845645
33.0,4.1,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,32,20002.505626585058
33.0,4.9,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,20,20002.513957883195
35.0,5.0,Sandstorms,High,2,Meal,electric_scooter,0.0,No,Urban,32,20002.517489044094
,,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,30,20002.496957495794
38.0,5.0,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,26,20002.51109665091
33.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,44,20002.498230532223
29.0,4.7,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.50511043845
32.0,5.0,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.520246705953
,,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,33,3604.577871182171
20.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,44,20002.5111669485
32.0,4.2,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.511624373652
22.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.520235849996
39.0,5.0,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,20002.518768203267
31.0,4.7,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,29,20002.508944744375
23.0,4.8,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,38,20002.488403964122
36.0,4.7,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.520235868546
25.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.520235860404
20.0,3.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.51379714714
29.0,4.9,Fog,Medium,1,Buffet,motorcycle,,No,Metropolitian,19,16715.113170311844
36.0,4.7,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.516073379942
21.0,5.0,Sandstorms,Medium,1,Meal,scooter,1.0,No,Urban,24,20002.51755032479
26.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,13,20002.513619879617
33.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,13,20002.518853461865
20.0,4.7,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,23,20002.51395803753
29.0,4.8,Fog,High,1,Buffet,scooter,1.0,No,Urban,23,20002.5174891218
36.0,4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,28,20002.520241295624
27.0,4.7,Sunny,High,1,Meal,motorcycle,0.0,No,Metropolitian,18,20002.519705601793
26.0,5.0,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.511139548915
31.0,5.0,Windy,Jam,0,Meal,motorcycle,0.0,No,Urban,54,20002.49101887748
25.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,24,20002.498497497563
23.0,4.6,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,24,20002.519691691003
31.0,4.3,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Urban,35,20002.508825227633
39.0,4.9,Fog,Low,1,Snack,scooter,1.0,No,,18,20002.518679857174
37.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,46,20002.508642345823
38.0,4.9,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,19,20002.520245681404
38.0,4.2,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,34,20002.513987680402
25.0,4.8,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,21,20002.509287542623
15.0,1.0,,,3,Snack,scooter,1.0,No,Metropolitian,32,20002.515893580323
22.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,31,20002.490107582074
26.0,4.9,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,19,20002.517393110273
36.0,4.9,Fog,High,2,Meal,electric_scooter,1.0,No,Metropolitian,28,20002.520245682
29.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,33,20002.488250942264
37.0,4.1,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.520234992055
26.0,4.8,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,27,20002.490241167834
34.0,4.5,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,21,20002.490690313807
26.0,4.8,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Urban,26,20002.51360307634
23.0,4.5,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,12,20002.497496952514
21.0,4.8,Windy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.520236317847
34.0,4.8,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,24,20002.49101887748
23.0,4.4,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,23,20002.519649606602
29.0,4.8,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,19,20002.5196845645
23.0,4.7,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,13,20002.517639076646
26.0,4.8,Windy,Medium,1,Meal,scooter,1.0,No,Urban,20,20002.488473622543
21.0,4.7,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.517731765776
32.0,4.5,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.498230532223
27.0,4.8,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,29,20002.513985656995
37.0,3.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,20002.51116455008
20.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,23,20002.520250731573
28.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,,No,Metropolitian,28,20002.518910166254
26.0,4.6,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Urban,25,20002.50829716795
30.0,4.9,Stormy,Low,1,Meal,scooter,0.0,No,Urban,25,20002.520234995627
,,,,3,Snack,scooter,1.0,No,Urban,30,3776.0841167504636
33.0,5.0,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,21,20002.511802219324
31.0,4.7,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,37,20002.50528399143
33.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34,20002.518810579302
24.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.515576659665
26.0,4.6,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,20002.5174795192
28.0,5.0,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,16,20002.505742937028
39.0,4.6,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,28,20002.49023793854
,,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,49,20002.51163513724
23.0,4.9,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,36,20002.508990823768
24.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,15,20002.511403868073
25.0,5.0,Sandstorms,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,23,20002.50916235667
27.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Urban,25,20002.511608698573
34.0,4.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.51966901131
37.0,4.8,Windy,Low,2,Meal,scooter,0.0,No,Urban,18,20002.48840043652
38.0,4.8,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,37,20002.508823499425
31.0,4.9,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,14,20002.520240170164
35.0,5.0,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.519729180254
22.0,4.6,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,27,20002.497554329657
33.0,4.5,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Urban,19,20002.518859390442
33.0,4.9,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,22,20002.51144040631
22.0,4.9,Windy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.517486906567
34.0,4.7,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,24,20002.505422295173
31.0,3.8,Sandstorms,Medium,1,Buffet,motorcycle,,No,Metropolitian,38,20002.505517789574
31.0,4.8,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,20,20002.513900432612
24.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.515939806242
28.0,5.0,Stormy,High,1,Meal,scooter,0.0,No,Urban,11,20002.517501871294
27.0,4.6,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,16,20002.49849303483
34.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54,20002.49880964858
23.0,3.5,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.511138701662
26.0,4.6,Stormy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,29,20002.517400795292
,,,,3,Snack,motorcycle,1.0,No,Metropolitian,27,20002.5174795192
35.0,4.6,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.51361889155
34.0,4.7,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.517400637957
20.0,4.6,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.50589187066
24.0,4.8,Windy,Low,1,Buffet,scooter,,No,Metropolitian,11,20002.50500491538
32.0,4.1,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.497558840387
33.0,4.8,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,30,20002.513603731695
31.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,27,20002.520240190246
38.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.515665717667
35.0,4.8,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,31,20002.513757781693
24.0,4.3,Cloudy,Jam,1,Meal,scooter,2.0,No,Metropolitian,31,20002.50925104245
23.0,4.7,Windy,Low,2,Snack,scooter,0.0,No,Urban,11,20002.5138189699
36.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,34,20002.51871173977
34.0,4.6,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,30,20002.489130799433
24.0,4.5,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.52024544916
30.0,4.6,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,28,20002.490921767123
28.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.511633110087
30.0,4.8,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.508994631058
30.0,4.6,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19,20002.51166335286
26.0,4.9,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,20002.498689519096
34.0,4.7,Windy,Jam,0,Buffet,motorcycle,2.0,Yes,Metropolitian,45,20002.513571569838
22.0,4.5,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,17,20002.498497274482
39.0,4.2,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,42,20002.508571989227
21.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.513548413466
21.0,4.4,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,31,20002.510921865294
38.0,5.0,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.515821749974
,,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.519669522673
31.0,4.9,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.504715476327
25.0,4.5,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,21,20002.51732220814
32.0,4.8,Fog,Jam,2,Drinks,electric_scooter,2.0,Yes,Metropolitian,47,20002.51154241597
